Taxa_NCBI,domain,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,varietas,forma
2698496,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Kielmeyera,NA,Kielmeyera paniculata,NA,NA,NA
198777,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Mammea,NA,Mammea americana,NA,NA,NA
279240,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Marila,NA,Marila laxiflora,NA,NA,NA
72384,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Caryocaraceae,Caryocar,NA,NA,NA,NA,NA
681448,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,NA,Hirtella triandra,NA,NA,NA
82154,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,NA,NA,NA,NA,NA
2911697,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hymenopus,NA,NA,NA,NA,NA
22986,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Licania,NA,NA,NA,NA,NA
2896040,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Parinari,NA,Parinari occidentalis,NA,NA,NA
211495,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,Clusia ducu,NA,NA,NA
156472,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,Clusia multiflora,NA,NA,NA
156476,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,Clusia rosea,NA,NA,NA
1962496,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,Clusia trochiformis,NA,NA,NA
72403,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,NA,NA,NA,NA
469924,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia chapelieri,NA,NA,NA
231906,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia hanburyi,NA,NA,NA
156481,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia intermedia,NA,NA,NA
1489652,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia lanessanii,NA,NA,NA
469955,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia macrophylla,NA,NA,NA
209613,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia madruno,NA,NA,NA
58228,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia mangostana,NA,NA,NA
1009474,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia multiflora,NA,NA,NA
469936,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia pauciflora,NA,NA,NA
231911,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia tinctoria,NA,NA,NA
469944,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia verrucosa,NA,NA,NA
231912,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,Garcinia vilersiana,NA,NA,NA
58227,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA,NA,NA,NA,NA
156483,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Symphonia,NA,Symphonia globulifera,NA,NA,NA
1937630,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Tovomita,NA,Tovomita obovata,NA,NA,NA
156484,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Tovomita,NA,NA,NA,NA,NA
1401403,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,NA,Erythroxylum citrifolium,NA,NA,NA
289672,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,NA,Erythroxylum coca,NA,NA,NA
2303059,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,NA,Erythroxylum subrotundum,NA,NA,NA
2906922,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,NA,Acalypha decaryana,NA,NA,NA
681400,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,NA,Acalypha diversifolia,NA,NA,NA
1532000,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,NA,Acalypha siamensis,NA,NA,NA
2072215,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,Alchornea glandulosa,NA,NA,NA
2321241,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,Alchornea grandiflora,NA,NA,NA
681403,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,Alchornea latifolia,NA,NA,NA
316698,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,Alchornea laxiflora,NA,NA,NA
1472300,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,Alchornea triplinervia,NA,NA,NA
212275,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,NA,NA,NA,NA,NA
316701,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Aparisthmium,NA,Aparisthmium cordatum,NA,NA,NA
316758,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Baliospermum,NA,Baliospermum montanum,NA,NA,NA
1962698,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Baliospermum,NA,Baliospermum solanifolium,NA,NA,NA
283101,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Chaetocarpus,NA,NA,NA,NA,NA
316706,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Conceveiba,NA,Conceveiba guianensis,NA,NA,NA
504171,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton aff. incanus BWvE-2008,NA,NA,NA
323033,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton cajucara,NA,NA,NA
323067,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton matourensis,NA,NA,NA
2028265,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton mavoravina,NA,NA,NA
2028267,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton meridionalis,NA,NA,NA
2576631,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton rusbyi,NA,NA,NA
1633398,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,Croton thorelii,NA,NA,NA
100370,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,NA,NA,NA,NA,NA
1129973,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia balsamifera,Euphorbia balsamifera subsp. balsamifera,NA,NA
1138341,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia bubalina,NA,NA,NA
213047,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia globosa,NA,NA,NA
216999,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia horrida,NA,NA,NA
216998,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia jansenvillensis,NA,NA,NA
1138350,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia mammillaris,NA,NA,NA
212944,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia obesa,NA,NA,NA
1138355,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Athymalus,Euphorbia ornithopus,NA,NA,NA
457243,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia cotinifolia,NA,NA,NA
216475,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia dentata,NA,NA,NA
212900,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia graminea,NA,NA,NA
318062,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia hirta,NA,NA,NA
1046468,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia hyssopifolia,NA,NA,NA
1046491,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia ophthalmica,NA,NA,NA
212960,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia platyclada,NA,NA,NA
212836,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia prostrata,NA,NA,NA
318061,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,Euphorbia thymifolia,NA,NA,NA
1334443,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Chamaesyce,NA,NA,NA,NA
212844,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia acanthothamnos,NA,NA,NA
38843,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia amygdaloides,NA,NA,NA
1087756,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia biumbellata,NA,NA,NA
1333897,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia characias,Euphorbia characias subsp. characias,NA,NA
526192,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia characias,Euphorbia characias subsp. wulfenii,NA,NA
38844,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia cyparissias,NA,NA,NA
38845,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia dendroides,NA,NA,NA
212878,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia discolor,NA,NA,NA
154990,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia helioscopia,NA,NA,NA
239687,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia kansui,NA,NA,NA
54672,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia lagascae,NA,NA,NA
212925,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia lathyris,NA,NA,NA
212941,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia myrsinites,NA,NA,NA
1087772,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia nicaeensis,NA,NA,NA
273621,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia pekinensis,NA,NA,NA
38846,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia peplus,NA,NA,NA
38847,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia segetalis,NA,NA,NA
38848,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Esula,Euphorbia verrucosa,NA,NA,NA
212842,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia abdelkuri,NA,NA,NA
334663,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia aeruginosa,NA,NA,NA
209333,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia alluaudii,NA,NA,NA
1129970,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia ammak,NA,NA,NA
209324,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia cedrorum,NA,NA,NA
209321,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia cylindrifolia,NA,NA,NA
1129992,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia fiherenensis,NA,NA,NA
334676,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia grandicornis,NA,NA,NA
216478,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia ingens,NA,NA,NA
1138348,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia lactea,NA,NA,NA
65560,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia milii,NA,Euphorbia milii var. splendens,NA
65559,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia milii,NA,NA,NA
334689,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia neriifolia,NA,NA,NA
212953,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia pervilleana,NA,NA,NA
212981,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia sipolisii,NA,NA,NA
209356,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia stenoclada,NA,NA,NA
142860,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia tirucalli,NA,NA,NA
213002,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia subgen. Euphorbia,Euphorbia weberbaueri,NA,NA,NA
3990,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,NA,NA,NA,NA,NA
316917,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Givotia,NA,Givotia madagascariensis,NA,NA,NA
882917,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hevea,NA,Hevea guianensis,NA,NA,NA
316640,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Homonoia,NA,Homonoia riparia,NA,NA,NA
99294,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hura,NA,Hura crepitans,NA,NA,NA
3996,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,NA,Jatropha multifida,NA,NA,NA
454933,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,NA,Jatropha podagrica,NA,NA,NA
316845,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mabea,NA,NA,NA,NA,NA
300977,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,NA,Mallotus nudiflorus,NA,NA,NA
396489,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,NA,Mallotus oppositifolius,NA,NA,NA
109864,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,NA,Mallotus paniculatus,NA,NA,NA
3983,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,NA,Manihot esculenta,NA,NA,NA
3986,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mercurialis,NA,Mercurialis annua,NA,NA,NA
3985,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mercurialis,NA,Mercurialis perennis,NA,NA,NA
1487832,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Pycnocoma,NA,Pycnocoma chevalieri,NA,NA,NA
3988,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,NA,Ricinus communis,NA,NA,NA
1679265,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sapium,NA,Sapium baccatum,NA,NA,NA
316855,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sebastiania,NA,Sebastiania brasiliensis,NA,NA,NA
1237824,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Suregada,NA,Suregada procera,NA,NA,NA
1237825,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Suregada,NA,Suregada zanzibariensis,NA,NA,NA
316746,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Thyrsanthera,NA,Thyrsanthera suborbicularis,NA,NA,NA
2321367,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Humiriaceae,Endopleura,NA,Endopleura uchi,NA,NA,NA
198768,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Harungana,NA,Harungana madagascariensis,NA,NA,NA
673928,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum hirsutum,NA,NA,NA
401011,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum hookerianum,NA,NA,NA
473045,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum kalmianum,NA,NA,NA
673929,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum montanum,NA,NA,NA
282549,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum olympicum,NA,NA,NA
212239,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum patulum,NA,NA,NA
65561,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum perforatum,NA,NA,NA
282558,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA,Hypericum triquetrifolium,NA,NA,NA
198794,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Vismia,NA,NA,NA,NA,NA
85215,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Irvingiaceae,Irvingia,NA,Irvingia malayana,NA,NA,NA
112829,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Lacistemataceae,Lacistema,NA,Lacistema aggregatum,NA,NA,NA
407263,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,Linum flavum,NA,NA,NA
559336,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,Linum grandiflorum,NA,NA,NA
35941,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,Linum perenne,NA,NA,NA
586398,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,Linum trigynum,NA,NA,NA
4006,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,Linum usitatissimum,NA,NA,NA
4005,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA,NA,NA,NA,NA
610157,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Roucheria,NA,NA,NA,NA,NA
151786,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Acmanthera,NA,Acmanthera latifolia,NA,NA,NA
217129,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Acridocarpus,NA,Acridocarpus smeathmannii,NA,NA,NA
212253,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Aenigmatanthera,NA,Aenigmatanthera lasiandra,NA,NA,NA
1561394,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Alicia,NA,NA,NA,NA,NA
1816314,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Amorimia,NA,Amorimia andersonii,NA,NA,NA
1816319,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Amorimia,NA,Amorimia concinna,NA,NA,NA
1816315,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Amorimia,NA,Amorimia coriacea,NA,NA,NA
1816320,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Amorimia,NA,Amorimia pubiflora,NA,NA,NA
1561735,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Amorimia,NA,Amorimia septentrionalis,NA,NA,NA
1027057,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Aspicarpa,NA,Aspicarpa harleyi,NA,NA,NA
1027063,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis adenopoda,NA,NA,NA
1561738,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis anisandra,NA,NA,NA
1027065,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis argyrophylla,NA,NA,NA
577683,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis caapi,NA,NA,NA
1561740,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis campestris,NA,NA,NA
1027069,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,NA,Banisteriopsis harleyi,NA,NA,NA
